username,grade,review,w_name,bottler,age,w_type,vint,subtype,abv,region,price,avaib,url
Andy,bplus,n:  Toast with Nutella and raisins p:  Plum candies and cherry pie filling.  Finish leans toward white pepper and butter as the dark fruit sweetness slowly dissipates. Great Edradour. ,Edradour 2000 Sauternes Binny's Handpicked,OB,13 yrs,Scotch,2000,Single Malt,61,Highland,90,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3732/Edradour-2000-Sauternes-Binnys-Handpicked
Fuji,cplus,N: Coconut sun tan oil citrus peel shaving and powdered sugar. P: Got a stank and funk initially trough to mid palate. But the finish is quite nice. Yummy coconut. ,Edradour 2000 Sauternes Binny's Handpicked,OB,13 yrs,Scotch,2000,Single Malt,61,Highland,90,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3732/Edradour-2000-Sauternes-Binnys-Handpicked
Andy,bminus,n:  Honeycomb cereal.  Mulling spices in potting soil. p:  Machine grease and oats.  Bit thin and less sweet than the nose hinted at.  One dimensional.   This is probably a good intro to peated whisky as the peat is obvious but this is a gentle dram (sorry Tomintoul.)  B-/B ,Edradour Ballechin 10 Heavily Peated,OB,10 yrs,Scotch,N/A,Single Malt,46,Highland,70,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3483/Edradour-Ballechin-10-Heavily-Peated
Andy,b,n:  Prunes and laundy soap p:  Indictinct dark fruits on wheat bread.   Bit of white pepper in the middle.  Might be an example of a malt watered down just right.,Edradour Barolo Cask,OB,8 yrs,Scotch,N/A,Single Malt,46,Highland,80,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3439/Edradour-Barolo-Cask
Andy,bminus,n: Laundromat.  Linens with to much fabric softener.  Dried apricots. p:  Very oily.  Wood finish and plums sprinkled with Sweet n' Low.  Lumber that is masked at first finds it's way into part of the finish.  ,Edradour Caledonia 12,OB,12 yrs,Scotch,N/A,Single Malt,46,Highland,80,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3438/Edradour-Caledonia-12
Sku,bminus,The nose is malty in a sort of Clynelish style.  It's got some coastal notes but also some floral.  The palate opens with sweet peat.  The peat is present but not overwhelming and the sweetness gives it a sort of candy coating.  The mouthfeel is light.  The finish is peaty and for the first time shows some grain whiskey notes. A minute later the sweetness is back adding a chocolate note to the grain like Ovaltine. This is a very solid blend with some good peat action and at 25 it's a no-brainer.  The price to quality ratio is insanely good. B/B- ,Faultline Blended Scotch,Douglas Laing,N/A,Scotch,N/A,Blend,50,Scotland,25,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3408/Faultline-Blended-Scotch
Andy,bminus,n:  Neutral.  Just nothing much there. p:  white pepper and toffee.  Not even remotely hot.  A simple easy sipper that could easy pass for a base model single malt or a 100 blend.  B-/B ,Faultline Blended Scotch,Douglas Laing,N/A,Scotch,N/A,Blend,50,Scotland,25,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3408/Faultline-Blended-Scotch
Dan,b,Faint as can be in color. The nost is pleasent and balanced. Fairly light with some vanilla style grain notes The palate is interesting enough with some spiced oak and more vanilla. I am with Sku the price to quality ratio is absurd on this one. Will likely be my stock blended scotch cocktail option from now on. B/B+ [3/4/15],Faultline Blended Scotch,Douglas Laing,N/A,Scotch,N/A,Blend,50,Scotland,25,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3408/Faultline-Blended-Scotch
Andy,dplus,"Remember that time you left wet clothes in the laundry and forgot about it for a ""few"" days?  Well. they bottled it.",Few Single Malt Whisky 14-9,OB,N/A,American,N/A,Single Malt,46.5,Illinois,70,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3921/Few-Single-Malt-Whisky-14-9
Andy,aminus,n:  Caol Ila peat definitely comes through in this.  Dark cherries and peanut brittle. p:  Wow.  Chewy peat with prunes and raisins in tandem.  Full flavored.  Tinkers with being too hot but isn't.   Long ashy finish. Reminds me of the profile in many of the higher end Douglas Laing bottles.  Very expensive ones.  This this one isn't a homerun it's at least a moonwalk triple. ,Flaming Heart Limited Edition,Compass Box,N/A,Scotch,N/A,Vatted Malt,48.9,,130,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3748/Flaming-Heart-Limited-Edition
Dan,b,Good smoke solid flavors and depth of character however too simplistic and I dont come back to it often.,Flaming Heart Limited Edition,Compass Box,N/A,Scotch,N/A,Vatted Malt,48.9,,130,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3748/Flaming-Heart-Limited-Edition
Sku,cplus,The nose is mostly bananas with some alcohol notes.  It seems odd to find this in a 24 year old whiskey but the palate opens with new make notes then some banana though it's a more subtle banana note than on the nose. It's very sweet and has a very short finish.  There's just not that much to this one. ,Girvan 1990 Sovereign,Hunter Laing,24 yrs,Scotch,1990,Grain,50.3,Lowland,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3404/Girvan-1990-Sovereign
Andy,bminus,n:  Coconut cake p:  Just as the nose suggests.  Sugar lemon cake and coconut.  It's a little thin but an easy sipper. B-/B ,Girvan 1990 Sovereign,Hunter Laing,24 yrs,Scotch,1990,Grain,50.3,Lowland,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3404/Girvan-1990-Sovereign
Dan,cplus,Faint yellow. Lighty musty vanilla notes. Nose is mostly flat and straightforward. Off-putting on the tongue. Grain is there not a lot going on. Lingers. C+ [2/23/15],Girvan 1990 Sovereign,Hunter Laing,24 yrs,Scotch,1990,Grain,50.3,Lowland,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3404/Girvan-1990-Sovereign
Ries,c,"n: light coconut water banana cream pie. Still sharp on the nose (alcohol). t: initial reactions was ""weird""; coconut and white frosting. Green banana with whipped cream in the middle. Not much else to find surprisingly youthful - must've been a really tired cask.  [C/C+] ",Girvan 1990 Sovereign,Hunter Laing,24 yrs,Scotch,1990,Grain,50.3,Lowland,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3404/Girvan-1990-Sovereign
Andy,bminus,n:  Vaporous.  White fruits if you can get past the alcohol. p:  Underripe peaches and red hots.     Doesn't develop much afterward.,Glen Garioch 1998 for K&L,OB,14 yrs,Scotch,1998,Single Malt,55.2,Highland,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3177/Glen-Garioch-1998-for-K-and-L
Fuji,bminus,Chewed spearmint gum  green grape and hints of plastic.  Brown pear and spice come out on the palate. ,Glen Garioch 1998 for K&L,OB,14 yrs,Scotch,1998,Single Malt,55.2,Highland,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3177/Glen-Garioch-1998-for-K-and-L
Andy,b,n:  Flowers by the pool p:  Delicate and floral.  Easily a Rosebank.  Honeysuckle and springtime.  A good one dimension with mimimal finish.  Start the night with this. ,Glen Keith 1995 Signatory Unchillfiltered,Signatory,19 yrs,Scotch,1995,Single Malt,46,Speyside,32,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3878/Glen-Keith-1995-Signatory-Unchillfiltered
Andy,cplus,n:  Bittered Bazooka Gum p:  Honey nut cheerios sans sweetness.  Perhaps with a green tree twig.  Oddly hot for this ABV.  Bit thin on the mouthfeel.  ,Glen Ord 1998 Signatory Vintage,Signatory,8 yrs,Scotch,1998,Single Malt,43,Highland,65,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3175/Glen-Ord-1998-Signatory-Vintage
Fuji,bminus,N: Lemon zest trail mix dried pineapple and hint of plasticP:Citrus chalk and nutsF: Peat and lemon peelB-/C+ ,Glen Ord 1998 Signatory Vintage,Signatory,8 yrs,Scotch,1998,Single Malt,43,Highland,65,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3175/Glen-Ord-1998-Signatory-Vintage
Fuji,cminus,N: Sharp lime zest warm wax and fruit (apple and pears). P: Blend-y on the palate. ,Glen Scotia 21 MacPhail's,Gordon MacPhail,21 yrs,Scotch,N/A,Single Malt,43,Campbelltown,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3487/Glen-Scotia-21-MacPhails
Andy,cplus,n:  Vanilla Candlewax p:  Rubbing alcohol and redwood stain.  Generic citrus.  Wheaty towards finish. There are good flavors inside the the isopropyl-y notes get in the way.  ,Glen Scotia 21 MacPhail's,Gordon MacPhail,21 yrs,Scotch,N/A,Single Malt,43,Campbelltown,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3487/Glen-Scotia-21-MacPhails
Andy,b,n:  Slightly smoky and salty.  Toasted almonds. p:  Hint of licorice.  Other notes lacking per social requirements at the time. B/B+ ,Glen Scotia 93.61 SMWSA,SMWSA,14 yrs,Scotch,1999,Single Malt,58.1,Islay,110,Collectors Only,http://www.lawhiskeysociety.com/whiskey-profile/3611/Glen-Scotia-9361-SMWSA
Andy,b,n:  Cacao and wood finish p:  Bitter chocolate lemon pine-sol.  Rich and vibrant.  Too vibrant and youthful for some I'd guess.,Glen Scotia Double Cask,OB,N/A,Scotch,N/A,Single Malt,46,Campbeltown,50,Overseas Wide,http://www.lawhiskeysociety.com/whiskey-profile/3825/Glen-Scotia-Double-Cask
Sku,bminus,The Glen Scotia Double Cask is a vatting of American Oak and Pedro Ximenez casks. True to form the nose has a strong sweet sherry note. On the palate it's got a nice sweet sherry with malt in the background which winds into a sweet sherry finish. It's Pedro Ximenez through and through sherry with a sweet tooth. Not complex but an easy drinker.B/B-,Glen Scotia Double Cask,OB,N/A,Scotch,N/A,Single Malt,46,Campbeltown,50,Overseas Wide,http://www.lawhiskeysociety.com/whiskey-profile/3825/Glen-Scotia-Double-Cask
Andy,b,n:  Sweet and sour funk.  Maritime. p: Finished wood.  A bit bitter.  Good mouthfeel and generically tasty but only in a superficial way.  Easily downed easily forgotton. B-/B ,Glen Scotia Victoriana,OB,N/A,Scotch,N/A,Single Malt,51.5,Campbeltown,90,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3679/Glen-Scotia-Victoriana
Fuji,cminus,Rusty metallic nose and stale wine and soggy bread. Light mellow palate. Pretty close to being neutral. Light fruit and no finish. ,Glen Scotia Victoriana,OB,N/A,Scotch,N/A,Single Malt,51.5,Campbeltown,90,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3679/Glen-Scotia-Victoriana
Andy,cplus,n:  generic.  cereal p:  Moldy plums and cheerios little bit of funk.  A little odd but not bad. C+/B- ,Glencadam 14 Oloroso Finish,OB,14 yrs,Scotch,N/A,Single Malt,46,Highland,50,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3927/Glencadam-14-Oloroso-Finish
Andy,b,n:  Relatively neutral p:  Cheerios with a hint of white fruit.  Pleasant. B-/B ,Glencadam 15,OB,15 yrs,Scotch,N/A,Single Malt,43,Highland,65,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3296/Glencadam-15
Fuji,cminus,Brown pear and bright green fruit. The fruit is nice but it disappears in a flash leaving neutral spirit,Glencadam 15,OB,15 yrs,Scotch,N/A,Single Malt,43,Highland,65,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3296/Glencadam-15
Andy,cplus,n:  Caramel lemon and rubbing alcohol.  Averagey. p:  honeycomb and indistinct citrus.  hint of toffee and white pepper.  Seems like it will develop into something then doesn't.  Will be forgotten in 3 minutes. C/C+ ,Glencadam 21,OB,21 yrs,Scotch,N/A,Single Malt,46,Highland,180,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/4041/Glencadam-21
Andy,bplus,n:  Grape and cherry cough syrup p:  Typical Glendronach.  Bit more that semi-sweet.  Tasty dark fruit pie.  Finish hints at a bit of funk.  One of the better of the series. ,Glendronach 1995 19yr Pedro Ximenez,OB,19 yrs,Scotch,1995,Single Malt,52.5,Highland,150,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3319/Glendronach-1995-19yr-Pedro-Ximenez
Fuji,c,Hard candy (berry and cherry flavor) all spice and dark red grapes. The sherry fruit is nice and bright but a lot of rubbery yet stale mustiness shows up mid palate to finish. ,Glendronach 1995 19yr Pedro Ximenez,OB,19 yrs,Scotch,1995,Single Malt,52.5,Highland,150,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3319/Glendronach-1995-19yr-Pedro-Ximenez
Andy,cminus,n:  Sherried funk p:  Dark fruits and metal  Bit of stale water at the finish.  C/C- ,Glendronach 8 The Hielan, ,8 yrs,Scotch,N/A,Single Malt,46,Highland,30,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3656/Glendronach-8-The-Hielan
Fuji,c,Graham cracker white wine white nectarine and white grape juice. Not much here. Very light.  Fruity sweetness and ferric notes ,Glendronach 8 The Hielan, ,8 yrs,Scotch,N/A,Single Malt,46,Highland,30,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3656/Glendronach-8-The-Hielan
Ries,c,n: black cherries in a balsamic reduction. Freshly sanded wood dust. Floral and honey notes. Lighter in the nose. t: thin and tad bit hot at the beginning. The sanded wood dust has a bit of sandalwood incense flavour. More honey and vegetal sweetness. The typical sherry punch of the brand doesn't show here at all. Fades too quickly in wood dust and a white balsamic vinegar finish.  [C/C+],Glendronach 8 The Hielan, ,8 yrs,Scotch,N/A,Single Malt,46,Highland,30,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3656/Glendronach-8-The-Hielan
Andy,b,n: Brine lemon wood finish p:  Very marine.  Salty seaweed salad that finishes toward fresh lumber and lemon.  A bit chewy.  Peat adjacent.  B-/B ,Glendronach Peated,OB,N/A,Scotch,N/A,Single Malt,46,Highland,60,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/4058/Glendronach-Peated
Ries,bplus,n: really dark; like black cherries being boiled down with cloves and chocolate cake batter. Walnuts in a dense fig cake with an orange zest. t: dark chocolate covered walnuts with vanilla nougat. Element of marzipan in the middle with a dense mouthfeel. This is semi-sweet (almost dry) with some varnish and tobacco. Dried red fruit in the long oaky finish. The quality oloroso casks really served the whisky well. This is a nice bottle for the value and high ABV.,"Glenfarclas ""The Faultline Casks"" K&L Exclusive",Glenfarclas,NAS yrs,Scotch,N/A,Single Malt,57.4,Speyside,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3579/Glenfarclas-The-Faultline-Casks-K-and-L-Exclusive
Fuji,cplus,N: Cheerios anise hibiscus tea and a lot of tart citrus. P: Metallic tinge with sour notes.  White grapes and apples.  There is some stale mustiness midpalate that carries into the finish.  Astringent thin texture.F: Short finish. Roasted nuts and fudge. ,"Glenfarclas ""The Faultline Casks"" K&L Exclusive",Glenfarclas,NAS yrs,Scotch,N/A,Single Malt,57.4,Speyside,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3579/Glenfarclas-The-Faultline-Casks-K-and-L-Exclusive
Andy,b,n:  Peach tea.  Overripe (but not fermenting) white fruits.  Whipped honey. p:  Full flavored and oily.  Fruity and a tad hot.  Less sweet that expected for a Farc but good nonetheless.  Best at first then the finish strays a bit.,"Glenfarclas ""The Faultline Casks"" K&L Exclusive",Glenfarclas,NAS yrs,Scotch,N/A,Single Malt,57.4,Speyside,110,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3579/Glenfarclas-The-Faultline-Casks-K-and-L-Exclusive
Andy,c,n: Generic taffy p:  Sharply bitter flavor that is temporarily masked by an unnatural sweetness like a sugar substitute.  Once that goes away bitterness and white pepper set it.  It's not terribly bad but it doesn't leave one asking for more.,Glenfiddich 21 Gran Reserva,OB,21 yrs,Scotch,N/A,Single Malt,40,Speyside,180,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3259/Glenfiddich-21-Gran-Reserva
Ries,c,n: spiced ginger ale wet cardboard. Flat and light on the sweet side. t: citrus soda syrup sweet with some anise spice. Lavender/floral middle. Sweet but thin mouthfeel with a vanilla finish. Mostly green grass flavoured water. ,Glenfiddich Reserve Cask,Glenfiddich,N/A,Scotch,N/A,Single Malt,40,Speyside,80,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3661/Glenfiddich-Reserve-Cask
Andy,c,disinteresting,Glenfiddich Reserve Cask,Glenfiddich,N/A,Scotch,N/A,Single Malt,40,Speyside,80,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3661/Glenfiddich-Reserve-Cask
Ries,cplus,n: scalded lemon pudding chai tea toasted wheat bread - quite floral. t: wheat bread dough but subtle and thin. Caramel syrup vanilla soy and some toasted oak middle. Quick light finish that is light and non-descript.  [C+/C] ,Glenfiddich Select Cask,Glenfiddich,N/A,Scotch,N/A,Single Malt,40,Speyside,65,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3660/Glenfiddich-Select-Cask
Andy,c,n:  bland p:  meh  ,Glenfiddich Select Cask,Glenfiddich,N/A,Scotch,N/A,Single Malt,40,Speyside,65,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3660/Glenfiddich-Select-Cask
Ries,cplus,n: delicious golden raisins and stewed green apples. Baked pie shells and shoe leather. t: vanilla frosting on a toasted croissant with some nice spice and black tea. Marshmallow in middle. Young sweet and non-cohesive. Vanilla wafer and toasted oak. Finish quickly falls flat. Ummmmmm I didn't get anything peaty in this...,Glenfiddich Vintage Cask,Glenfiddich,N/A,Scotch,N/A,Single Malt,40,Speyside,120,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3662/Glenfiddich-Vintage-Cask
Andy,cplus,n:  antique furniture p:  dull.  Old cardboard with a hint of cherry. C+/B- ,Glenfiddich Vintage Cask,Glenfiddich,N/A,Scotch,N/A,Single Malt,40,Speyside,120,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/3662/Glenfiddich-Vintage-Cask
Andy,bplus,n:  Chocolate covered cherries p:  Lightly sweet caramel.  Velvety mouthfeel.  Perfectly sherried. B+/A- ,Glenglassaugh 1974 Master Distiller's Select,OB,37 yrs,Scotch,1974,Single Malt,56,Speyside,600,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3279/Glenglassaugh-1974-Master-Distillers-Select
Andy,dplus,n:  Old bucket water p:  Dirty bathwater.  Stale malt and yeast. Revival?  This is more Walking Dead than Lazarus. D+/C-  ,Glenglassaugh Revival,OB,N/A,Scotch,N/A,Single Malt,46,Highland,50,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3469/Glenglassaugh-Revival
Fuji,cminus,Undercooked / raw biscuits yeast wheat oat dilute white wine rusty wet metal and vanilla sweetness.Raw sourdough and sour stale maltiness.  Sadly the nose and palate match up. ,Glenglassaugh Revival,OB,N/A,Scotch,N/A,Single Malt,46,Highland,50,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3469/Glenglassaugh-Revival
Ries,cminus,"n: lemon dish soap young (wet green grass) biscuit dough (yeasty). Old cinnamon sticks and soda syrup. t: follows nose; warm + flat Dr. Pepper syrup water from lawn clippings. Stagnant water in a tin bucket and sour lemon drop candy in the middle a lot of sour rag. Yeasty malt (raw biscuit dough) + dark corn syrup. Finish is overripe papaya and heavy ""winey"" influence. Agave sweetness weird and quirky.  This shouldn't have been revived.  [C-/D+]",Glenglassaugh Revival,OB,N/A,Scotch,N/A,Single Malt,46,Highland,50,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3469/Glenglassaugh-Revival
Adam,aminus,"YUM. Nose is floral fruity sweet dried fruits. Palate follows suit it's very ""clean"" and goes right down silky mouthfeel initially... fruity and nectary... turning moderately spicy with the oak moving to the forefront in the tails of the long finish. This is emblematic of what Glenlivet can and should be and it easily beats the other Signatory sister casks of Glenlivet released this year overseas.   A really excellent anytime malt.",Glenlivet 1981 Signatory K&L,Signatory,33 yrs,Scotch,1981,Single Malt,51.1,Speyside,400,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3716/Glenlivet-1981-Signatory-K-and-L
Chris,aminus,N: Malty sherry with whiffs of milk chocolate.P: Nectary at first the chocolate and malt theme continues (think malt balls) on top of sherry fruit which continues into the..F: finish which builds up the flavors but in a clean and tasty way.  Kinda like the delicious soupy stuff at the bottom of a bowl of ice cream with chocolate syrup on top (with some nice warmth from the abv). ,Glenlivet 1981 Signatory K&L,Signatory,33 yrs,Scotch,1981,Single Malt,51.1,Speyside,400,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3716/Glenlivet-1981-Signatory-K-and-L
Andy,aminus,n:  Salted caramel.  mmm p:   Spices and chocolate.  Christmas sprit in a glass.  Salty and sweet sherry with hints of wintergreen and orange slice candy.  full flavored without being hot or cloying.  Just a good dram for a fireplace on a snowy night.,Glenlivet 1981 Signatory K&L,Signatory,33 yrs,Scotch,1981,Single Malt,51.1,Speyside,400,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3716/Glenlivet-1981-Signatory-K-and-L
Fuji,aminus,(no notes),Glenlivet 1981 Signatory K&L,Signatory,33 yrs,Scotch,1981,Single Malt,51.1,Speyside,400,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3716/Glenlivet-1981-Signatory-K-and-L
Ries,aminus,Deep and rich dried red fruit in vanilla cream touch of leather and dark oak. This is dense and full-bodied with milk chocolate and cherry jam in the warm burnt butter finish. Malty and complex. Best aspect is the super long and delicious aftertaste.,Glenlivet 1981 Signatory K&L,Signatory,33 yrs,Scotch,1981,Single Malt,51.1,Speyside,400,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3716/Glenlivet-1981-Signatory-K-and-L
Ries,aminus,"n: Vanilla cake dough maple and sticky honey. Hint of pink bubblegum and more red berry jam. Faint hint of sulphur and tar. t: very rich and dense - dried strawberries dense oak and dark vanilla throughout. Bit of cherry cough syrup density and sweetness with a white chocolate waxyness in the finish. More chewy oak and tobacco in the long end. Delicious - a treat of a whisky to sip on.  [A-/B+] The cask strength really made this a better whisky than the previous 1996 Glenlivet 19 Year Old ""K&L Exclusive"" Signatory 46%ABV Cask #105477 release. ",Glenlivet 1996 Signatory K&L Cask Strength,Signatory,19 yrs,Scotch,1996,Single Malt,50.9,Speyside,90,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3969/Glenlivet-1996-Signatory-K-and-L-Cask-Strength
Andy,aminus,n:  Fig newtons.  Definitely a lot of spice on this one p:   Semi-sweet dried fruit (apricots figs dates.)  Well seasoned cedar.  This could easily be mistaken for an old sherry cask and would almost be an elite one except that the finish doesn't show the maturity (falls apart a bit fast although some flavor does linger.) A well selected cask.  B+/A- ,Glenlivet 1996 Signatory K&L Cask Strength,Signatory,19 yrs,Scotch,1996,Single Malt,50.9,Speyside,90,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3969/Glenlivet-1996-Signatory-K-and-L-Cask-Strength
Andy,b,n:  Honey nut cheerios and rubbing alcohol.  Bit too harsh.  C- on the nose p:  sweet bread. sugary spanish cedar.  Thin mouthfeel but intense flavor that intensifies then cuts off a bit short.  A great dram for a sweet tooth.  B+ on the palate B (nose brings it down) ,Glenlossie 1992 Signatory CS,Signatory,23 yrs,Scotch,1992,Single Malt,56.3,Speyside,120,Overseas Specialty,http://www.lawhiskeysociety.com/whiskey-profile/4060/Glenlossie-1992-Signatory-CS
Andy,cplus,n:  Mushroom garden. p:  Doesn't define itself well.  Tries to be floral but doesn't escape the alcoholiness.  Finish is kind of fresh-woody. Like the distillery the bottle is pretty forgetta... wait I've already forgotten what I'm reviewing.,Glenlossie 1998 Duncan Taylor Octave,Duncan Taylor,14 yrs,Scotch,1998,Single Malt,54.8,Speyside,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3471/Glenlossie-1998-Duncan-Taylor-Octave
Fuji,cminus,N: Toasted oat old stale floral teaP: Fruit sweetness. Boring ,Glenlossie 1998 Duncan Taylor Octave,Duncan Taylor,14 yrs,Scotch,1998,Single Malt,54.8,Speyside,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3471/Glenlossie-1998-Duncan-Taylor-Octave
Andy,bplus,n:  Floral and Plums.  Nice. p: Fresh lumber with ripe peaches and plums.  Thin mouthfeel but full flavor.  I imagine this would be quite a blast at cask strength. B/B+ ,Glenmorangie 18 (pre-2007),OB,18 yrs,Scotch,N/A,Single Malt,43,Highland,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3423/Glenmorangie-18-(pre-2007)
Andy,b,n:  toast and marmalade p:  Honey wheat bread from a sandwich shop.  Perhaps a hint of grape jolly rancher.  Not too complex but the palate and finish are fairly long and steady.  It is somewhat like a Japanese whisky in its rather steady and crisp delivery. A step up from some of the recent special releases. ,Glenmorangie Milsean,OB,N/A,Scotch,N/A,Single Malt,46,Highland,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3751/Glenmorangie-Milsean
Josh,bminus,NOSE Smells like an olde time candy shop which coincidentally is what they  were going for. Vanilla butterscotch malt candy dots on wax paper  tropical and orchard fruit citrus peels and dried fruit with lots of  other light sweet notes floating about.  PALATE A tad bit maltier than the nose but it’s still dominated by that same  candy shop essence. I’s filled with both light and dark sweet notes  accompanied by fruit chocolate and lemon zest with a touch of baking  spice.  FINISH Medium fade of fruit powdered sugar and a buttery sweetness.,Glenmorangie Milsean,OB,N/A,Scotch,N/A,Single Malt,46,Highland,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3751/Glenmorangie-Milsean
Ries,bminus,n: sweet peppermint juicy red fruit mint and vanilla taffy. Pulled saltwater taffy orange marmalade and dried golden fruits. t: sweet and light; lotsa golden honey and simple syrup sweetness dominate the profile. White chocolate covered apricots cupcake sugar sprinkles flower petals. Hard candy sweet mints grandma had in the fancy crystal bowl. Not very dense and heavy - on the light sweet side. Finish is white powdered sugar frosting - just too sweet and one-note to excite me.,Glenmorangie Milsean,OB,N/A,Scotch,N/A,Single Malt,46,Highland,100,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3751/Glenmorangie-Milsean
Andy,bminus,Good nose but a bit of a letdown on the palate.  Bitter orange peel that is as dull as most other whiskies coming out now. ,Glenmorangie Tusail,OB,N/A,Scotch,N/A,Single Malt,46,Highland,100,Better Stores,http://www.lawhiskeysociety.com/whiskey-profile/3564/Glenmorangie-Tusail
Andy,b,n:  Plums and dates.  Triscuit crackers. p: Dark fruits and heat.  Chewy.  Bit of pleather.,Glentauchers 2005 AD Rattray (for Binny's),AD Rattray,7 yrs,Scotch,2005,Single Malt,64.9,Speyside,90,Specialty Stores,http://www.lawhiskeysociety.com/whiskey-profile/3655/Glentauchers-2005-AD-Rattray-(for-Binnys)
Ries,bminus,n: citrus wax and smoke paper char and ash with a honey cracker base. Craft glue and damp straw. t: young and fruity with a strong smoky charred oak backbone. Red fruit jam on dark toasted wheat bread. Nice sherry barrel influence with some prickly edges but still pleasant enough. Finish is peat cinnamon toothpick and strawberry preserves. This is a great smoky blend perfect for a premium well scotch; the price makes it a no-brainer.  [B-/B],Great King Street Glasgow Blend,Compass Box ,N/A,Scotch,N/A,Blend,43,,40,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3511/Great-King-Street-Glasgow-Blend
Fuji,cplus,Vanilla bean waffles with powdered sugar. White wine wet rock and weathered metal.   There's a good dose of lemon and salt in the background. One dimensional on the palate.  Tart citrus and musty wine. Finish tastes of  baguette dough. ,Great King Street Glasgow Blend,Compass Box ,N/A,Scotch,N/A,Blend,43,,40,Wide,http://www.lawhiskeysociety.com/whiskey-profile/3511/Great-King-Street-Glasgow-Blend
